chip,event,split,crs,h,w,label_values,vv_min,vv_max,vh_min,vh_max,wc_nodata_frac,ignore,flood_open_water,dry_open_water,flood_cropland,dry_cropland,flood_vegetation,dry_vegetation,flood_built,dry_built,flood_other,dry_other,flood_unknown,dry_unknown
USA_260929,USA,train,EPSG:4326,512,512,-1 0 1,-26.368194580078125,1.377384901046753,-39.70213317871094,-6.530673027038574,0.0,10,60,2,192,74557,3032,181438,30,430,1706,687,0,0
USA_275372,USA,valid,EPSG:4326,512,512,-1 0 1,-35.28883361816406,15.992267608642578,-47.34318161010742,12.55744743347168,0.0,6,461,40,26,49338,1848,207212,6,1182,381,1644,0,0
USA_308150,USA,valid,EPSG:4326,512,512,-1 0 1,-41.2886848449707,7.171456336975098,-47.856502532958984,-5.945343017578125,0.0,117,1614,478,0,25258,962,223740,0,7556,331,2088,0,0
USA_347609,USA,train,EPSG:4326,512,512,-1 0 1,-30.329072952270508,7.934258937835693,-47.27249526977539,-3.1722607612609863,0.0,57728,346,276,210,21711,970,178112,3,2225,113,450,0,0
USA_348639,USA,train,EPSG:4326,512,512,-1 0 1,-33.35209655761719,15.212315559387207,-50.59444046020508,1.5232584476470947,0.0,26,18871,1209,4994,63397,2978,154163,29,13490,282,2705,0,0
USA_350244,USA,valid,EPSG:4326,512,512,-1 0 1,-31.819015502929688,18.222135543823242,-44.848854064941406,11.201139450073242,0.0,24,183,57,33,46670,860,190152,0,19973,209,3983,0,0
USA_354981,USA,train,EPSG:4326,512,512,-1 0 1,-29.653949737548828,12.266790390014648,-45.809486389160156,-3.3576161861419678,0.0,133,736,161,0,41475,721,194037,143,20568,124,4046,0,0
USA_366607,USA,valid,EPSG:4326,512,512,-1 0 1,-47.29182434082031,13.540224075317383,-50.90673065185547,0.24133433401584625,0.0,5,45297,974,746,20989,2820,187628,7,2637,455,586,0,0
USA_375183,USA,train,EPSG:4326,512,512,-1 0 1,-41.37241744995117,9.855027198791504,-49.99143600463867,-2.0513291358947754,0.0,79,2946,508,4,52964,3021,186529,26,7828,521,7718,0,0
USA_387945,USA,train,EPSG:4326,512,512,-1 0 1,-31.298870086669922,1.124733567237854,-47.575164794921875,-6.866023063659668,0.0,5,23,0,6809,155994,4817,90970,0,221,1804,1501,0,0
USA_430764,USA,valid,EPSG:4326,512,512,-1 0 1,-29.502323150634766,10.307272911071777,-47.09009552001953,-1.682410478591919,0.0,7,29,5,13689,181968,679,59544,74,3373,968,1808,0,0
USA_438959,USA,train,EPSG:4326,512,512,-1 0 1,-49.9672966003418,8.999667167663574,-60.048831939697266,1.578107476234436,0.0,8244,5465,1100,1,53711,544,182403,0,7050,293,3333,0,0
USA_486103,USA,train,EPSG:4326,512,512,-1 0 1,-44.243526458740234,18.471363067626953,-55.710418701171875,9.405572891235352,0.0,84,1207,296,196,49858,5524,183733,49,15031,266,5900,0,0
USA_504150,USA,valid,EPSG:4326,512,512,-1 0 1,-31.025779724121094,24.190916061401367,-47.01963424682617,14.478318214416504,0.0,18,2447,660,42,5907,579,182863,12,55543,182,13891,0,0
USA_519181,USA,valid,EPSG:4326,512,512,-1 0 1,-32.79340744018555,16.705520629882812,-49.998878479003906,10.82824420928955,0.0,17,1296,639,1,34285,647,169204,3,49643,205,6204,0,0
USA_527077,USA,valid,EPSG:4326,512,512,-1 0 1,-30.9516544342041,9.421891212463379,-49.599822998046875,-2.426790714263916,0.0,17,548,133,82,132533,589,119271,0,5999,427,2545,0,0
USA_58086,USA,train,EPSG:4326,512,512,-1 0 1,-40.02201843261719,13.172749519348145,-54.73534393310547,-2.0345585346221924,0.0,32,686,131,12878,59726,1550,181047,186,3515,594,1799,0,0
USA_595451,USA,valid,EPSG:4326,512,512,-1 0 1,-47.374732971191406,4.013206481933594,-54.85744094848633,-5.739983081817627,0.0,8,333,3,15377,49728,4527,188207,22,2250,272,1417,0,0
USA_604222,USA,train,EPSG:4326,512,512,-1 0 1,-34.15848159790039,18.39916229248047,-50.400535583496094,9.617524147033691,0.0,21,3270,472,107,148374,2687,88955,42,13563,535,4118,0,0
USA_605492,USA,train,EPSG:4326,512,512,-1 0 1,-47.28136444091797,9.085756301879883,-47.29391860961914,-2.3526549339294434,0.0,19,480,190,357,97269,1856,158050,0,2517,338,1068,0,0
USA_638521,USA,train,EPSG:4326,512,512,-1 0 1,-38.78211212158203,3.123027801513672,-49.982425689697266,-1.0468804836273193,0.0,3,1,53,520,126582,3055,128253,14,756,1574,1333,0,0
USA_646878,USA,valid,EPSG:4326,512,512,-1 0 1,-27.31187629699707,11.414167404174805,-47.1319580078125,2.8425962924957275,0.0,9847,81,5,1627,88145,647,156548,0,3533,69,1642,0,0
USA_652955,USA,train,EPSG:4326,512,512,-1 0 1,-35.996517181396484,9.388431549072266,-47.06172561645508,1.2769638299942017,0.0,3,59,14,1397,204185,2935,47079,20,1703,4116,633,0,0
USA_655230,USA,train,EPSG:4326,512,512,-1 0 1,-31.793437957763672,6.54788064956665,-47.245635986328125,3.000253438949585,0.0,15,412,145,6,107354,460,149300,0,2653,267,1532,0,0
USA_66026,USA,train,EPSG:4326,512,512,-1 0 1,-27.414226531982422,6.770513534545898,-44.6594123840332,-5.055872440338135,0.0,3,282,32,25,191046,493,65416,0,1884,187,2776,0,0
USA_664261,USA,train,EPSG:4326,512,512,-1 0 1,-47.320777893066406,5.486131191253662,-47.430233001708984,-4.891757488250732,0.0,57,3345,369,131,143226,792,110121,33,1520,514,2036,0,0
USA_66511,USA,valid,EPSG:4326,512,512,-1 0 1,-24.944461822509766,8.539327621459961,-42.97040939331055,3.465052366256714,0.0,8,122,87,68,166815,2141,88282,17,2049,379,2176,0,0
USA_670826,USA,valid,EPSG:4326,512,512,-1 0 1,-26.85092544555664,7.2056884765625,-39.36382293701172,-5.565240383148193,0.0,12,135,43,76,155895,2480,101146,1,1255,318,783,0,0
USA_67102,USA,valid,EPSG:4326,512,512,-1 0 1,-46.0614013671875,8.124828338623047,-54.18590545654297,-2.213469982147217,0.0,53,8748,1306,11,70746,564,176415,3,2864,165,1269,0,0
USA_693819,USA,train,EPSG:4326,512,512,-1 0 1,-30.820316314697266,8.805354118347168,-51.38384246826172,-4.704962253570557,0.0,40,408,67,74,82120,1582,173179,0,3107,390,1177,0,0
USA_741073,USA,valid,EPSG:4326,512,512,-1 0 1,-30.46135711669922,6.070502281188965,-47.21601486206055,-2.146878957748413,0.0,29,1388,387,19,57327,1380,197409,0,2428,588,1189,0,0
USA_741178,USA,valid,EPSG:4326,512,512,-1 0 1,-29.73633575439453,19.073152542114258,-46.99677276611328,10.480340003967285,0.0,27,333,59,291,127721,681,106491,0,19881,141,6519,0,0
USA_758178,USA,valid,EPSG:4326,512,512,-1 0 1,-32.322017669677734,10.6558198928833,-47.57260513305664,-2.2448461055755615,0.0,11,407,106,46,63497,965,191874,0,1220,199,3819,0,0
USA_761032,USA,valid,EPSG:4326,512,512,-1 0 1,-41.767845153808594,4.60135555267334,-49.7788200378418,-5.953062534332275,0.0,19,88,1,6380,43234,5421,204164,0,973,228,1636,0,0
USA_770353,USA,train,EPSG:4326,512,512,-1 0 1,-33.74466323852539,18.61863136291504,-47.11022186279297,4.861273288726807,0.0,3,15713,1332,15282,97564,2084,118887,16,3727,1332,6204,0,0
USA_778194,USA,valid,EPSG:4326,512,512,-1 0 1,-31.500244140625,8.937461853027344,-47.0411262512207,1.1146717071533203,0.0,74,3036,835,33,151477,365,96256,0,7861,404,1803,0,0
USA_788696,USA,train,EPSG:4326,512,512,-1 0 1,-35.80317306518555,12.768694877624512,-54.65358352661133,-0.7619383335113525,0.0,18,103812,1022,563,23774,6165,120370,228,2564,680,2948,0,0
USA_806273,USA,train,EPSG:4326,512,512,-1 0 1,-36.358707427978516,11.318750381469727,-47.029666900634766,-1.2018102407455444,0.0,13,1254,204,129,105277,4091,148040,1,2055,312,768,0,0
USA_826217,USA,valid,EPSG:4326,512,512,-1 0 1,-32.358829498291016,5.29976224899292,-47.193321228027344,1.246941328048706,0.0,18,402,132,3117,49852,749,204414,2,2094,228,1136,0,0
USA_831672,USA,train,EPSG:4326,512,512,-1 0 1,-32.0041389465332,6.841395854949951,-47.27750778198242,-0.7163950204849243,0.0,28,185,42,9389,47146,9520,191544,17,1566,1846,861,0,0
USA_84195,USA,train,EPSG:4326,512,512,-1 0 1,-35.37210464477539,9.654884338378906,-49.3656005859375,-4.7006144523620605,0.0,7,2107,369,57,117762,949,136870,2,2259,696,1066,0,0
USA_86502,USA,train,EPSG:4326,512,512,-1 0 1,-27.10141372680664,14.97262954711914,-47.06084442138672,0.2226490080356598,0.0,12,10009,686,52726,111643,2409,78792,67,2132,1151,2517,0,0
USA_905409,USA,valid,EPSG:4326,512,512,-1 0 1,-31.781105041503906,13.142108917236328,-47.90217590332031,-1.29961097240448,0.0,45,43165,1398,18,24931,984,185158,13,3262,287,2883,0,0
USA_908474,USA,train,EPSG:4326,512,512,-1 0 1,-26.631832122802734,18.22730827331543,-47.096954345703125,5.964843273162842,0.0,73,400,27,2,62321,957,183086,4,11575,483,3216,0,0
USA_933610,USA,valid,EPSG:4326,512,512,-1 0 1,-29.0617618560791,10.092225074768066,-47.225433349609375,0.9080577492713928,0.0,117,2587,516,83,56779,688,194664,0,3995,465,2250,0,0
USA_955053,USA,train,EPSG:4326,512,512,-1 0 1,-47.36436080932617,14.273825645446777,-56.32072448730469,-6.4423909187316895,0.0,4,303,39,28222,83533,7124,139646,64,2141,125,943,0,0
USA_986268,USA,valid,EPSG:4326,512,512,-1 0 1,-32.77843475341797,8.159928321838379,-47.338321685791016,-5.2220869064331055,0.0,21,94,12,6247,20571,2619,229923,0,1674,132,851,0,0
USA_994009,USA,train,EPSG:4326,512,512,-1 0 1,-32.6587028503418,23.054107666015625,-47.11249542236328,-0.726010799407959,0.0,126,633,152,10,54474,735,200427,0,3617,519,1451,0,0
